1	Clemson		38.142068838108024
2	Florida State		32.93990423485815
3	North Carolina		32.36627576865089
4	North Carolina State		28.55388428316047
5	Louisville		28.440896390079224
6	Duke		27.320639614284453
7	Virginia Tech		25.940360280256105
8	Pittsburgh		25.69674131699317
9	Miami (Florida)		25.104787638448336
10	Boston College		23.50090188938745
11	Georgia Tech		21.54069892294009
12	Virginia		17.93172196017828
13	Syracuse		17.35447460104653
14	Wake Forest		17.103029366196388
